Título;Enlace;Fecha;Primeros_Párrafos;Etiqueta;text;idioma;loc_final
L’apunyalament mortal de les Borges Blanques, vinculat a la marihuana;https://www.elperiodico.cat/ca/successos/20221010/apunyalament-mortal-drogues-borges-blanques-marihuana-77094276;10/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;L’apunyalament mortal de les Borges Blanques, vinculat a la marihuana Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
Sense pistes per resoldre el crim que va sacsejar la Mercè de Barcelona;https://www.elperiodico.cat/ca/successos/20221010/assassinats-mossos-merce-crims-resolts-barcelona-lhospitalet-77088972;10/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;Sense pistes per resoldre el crim que va sacsejar la Mercè de Barcelona Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
Detinguts vuit multireincidents per furts de mòbils al festival Brunch-In The Park a Barcelona;https://www.elperiodico.cat/ca/successos/20221010/detinguts-multireincidents-furts-mobils-brunch-barcelona-77089842;10/10/2022;Els Mossos d’Esquadra han detingut aquest diumengevuit lladres multireincidentsacusats de cometrefurts en telèfons mòbilsdurant el festivalBrunch-In the Parka Barcelona, celebrat a l’àrea de la Zona Universitària.;Successos;Detinguts vuit multireincidents per furts de mòbils al festival Brunch-In The Park a Barcelona Els Mossos d’Esquadra han detingut aquest diumengevuit lladres multireincidentsacusats de cometrefurts en telèfons mòbilsdurant el festivalBrunch-In the Parka Barcelona, celebrat a l’àrea de la Zona Universitària.;ca;Cataluña
Dos detinguts per assaltar una empresa de Sabadell i fugir de la policia;https://www.elperiodico.cat/ca/successos/20221010/detinguts-assaltar-empresa-sabadell-fugir-77089640;10/10/2022;ElsMossos d’Esquadravan detenir la matinada del 7 d’octubredos homes, de 33 i 46 anys,acusats de robar a l’interior d’una empresa al carrer Doctor Balari, al barri de Gràcia de Sabadell (Vallès Occidental).;Successos;Dos detinguts per assaltar una empresa de Sabadell i fugir de la policia ElsMossos d’Esquadravan detenir la matinada del 7 d’octubredos homes, de 33 i 46 anys,acusats de robar a l’interior d’una empresa al carrer Doctor Balari, al barri de Gràcia de Sabadell (Vallès Occidental).;ca;Cataluña
Mor l’home de 82 anys que va ser trobat aquest diumenge a Molins de Rei després de tres dies desaparegut;https://www.elperiodico.cat/ca/successos/20221010/mor-home-82-anys-trobat-molins-de-rei-desaparegut-77068937;10/10/2022;Damián Méndez, l’home de 82 anys diagnosticat d’Alzheimerque va desaparèixer dijous passat aMolins de Rei (Baix Llobregat)i que va ser trobat aquest diumenge, ha mort aquesta matinada a l’Hospital Moisès Broggide Sant Joan Despí.;Successos;Mor l’home de 82 anys que va ser trobat aquest diumenge a Molins de Rei després de tres dies desaparegut Damián Méndez, l’home de 82 anys diagnosticat d’Alzheimerque va desaparèixer dijous passat aMolins de Rei (Baix Llobregat)i que va ser trobat aquest diumenge, ha mort aquesta matinada a l’Hospital Moisès Broggide Sant Joan Despí.;ca;Cataluña
Detinguda a Terrassa una mare per pegar al seu fill i tallar a un policia;https://www.elperiodico.cat/ca/successos/20221009/got-agent-mossos-mare-nen-maltractament-77038154;09/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;Detinguda a Terrassa una mare per pegar al seu fill i tallar a un policia Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
Dos detinguts per un apunyalament mortal a la Mina;https://www.elperiodico.cat/ca/successos/20221008/apunyalament-mortal-barri-mina-sant-adria-besos-catalunya-76999844;08/10/2022;Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;Successos;Dos detinguts per un apunyalament mortal a la Mina Especialista enSuccessos, tribunals, assumptes policials i de cossos d'emergències;ca;Cataluña
Un mort i diversos ferits, un d’ells greu, en un accident marítim a Formentera;https://www.elperiodico.cat/ca/successos/20221006/mort-ferits-accident-maritim-formentera-76907027;06/10/2022;A la matinada d’aquest dijous, unallanxa pneumàtica en la qual viatjaven cinc personesha xocat contra les roquesa Punta Gavina, a Formentera, i hamort un dels seus ocupants. Segons la informació facilitada pel 061, el mort era un home de 35 anys que es trobava en parada cardiorespiratòria quan ha sigut rescatat. Malgrat les maniobres de reanimació dels serveis d’emergències, ha mort a causa de les lesions sofertes.;Successos;Un mort i diversos ferits, un d’ells greu, en un accident marítim a Formentera A la matinada d’aquest dijous, unallanxa pneumàtica en la qual viatjaven cinc personesha xocat contra les roquesa Punta Gavina, a Formentera, i hamort un dels seus ocupants. Segons la informació facilitada pel 061, el mort era un home de 35 anys que es trobava en parada cardiorespiratòria quan ha sigut rescatat. Malgrat les maniobres de reanimació dels serveis d’emergències, ha mort a causa de les lesions sofertes.;ca;Cataluña
Dos anys de presó per tenir relacions amb una menor que oferia la seva virginitat a internet;https://www.elperiodico.cat/ca/societat/20221005/sentencia-sexe-menor-venda-virginitat-internet-76884867;05/10/2022;Un home de 50 anys ha sigutcondemnatdimecres perl’Audiència de Barcelonaados anys de presóper haver tingutrelacions sexualsamb unanenade 14 anys queoferia la seva virginitat a internet. Al setembre del 2019, la nena va publicar un anunci al portal Milanuncios dient que «era verge» i demanava 1.000 euros per tenir relacions. L’acusat li va escriure dues hores després i va quedar amb ella a l’estació de Sants. Allà, segons la sentència, ella li va dir que tenia 16 anys i, creient-s’ho, ell li va proposar anar a un hotel en el qual van mantenir relacions sexuals i ell li va donar 200 euros.;Successos;Dos anys de presó per tenir relacions amb una menor que oferia la seva virginitat a internet Un home de 50 anys ha sigutcondemnatdimecres perl’Audiència de Barcelonaados anys de presóper haver tingutrelacions sexualsamb unanenade 14 anys queoferia la seva virginitat a internet. Al setembre del 2019, la nena va publicar un anunci al portal Milanuncios dient que «era verge» i demanava 1.000 euros per tenir relacions. L’acusat li va escriure dues hores després i va quedar amb ella a l’estació de Sants. Allà, segons la sentència, ella li va dir que tenia 16 anys i, creient-s’ho, ell li va proposar anar a un hotel en el qual van mantenir relacions sexuals i ell li va donar 200 euros.;ca;Cataluña
La justícia va deixar lliure dues vegades el violador de Figueres abans que tornés a actuar;https://www.elperiodico.cat/ca/societat/20221004/audiencia-girona-violador-figueres-76769510;04/10/2022;Especialista enpobresa, migracions, dependència, infància vulnerable, feminismes i LGTBI;Successos;La justícia va deixar lliure dues vegades el violador de Figueres abans que tornés a actuar Especialista enpobresa, migracions, dependència, infància vulnerable, feminismes i LGTBI;ca;Cataluña
Un jove accepta una condemna pels desordres en un macrobotellon de la Mercè;https://www.elperiodico.cat/ca/successos/20221004/jove-accepta-condemna-desordres-macrobotellon-76775111;04/10/2022;Un jove ha acceptat una condemna d’un any i mig de presó –que se li ha suspès a canvi que faci treballs comunitaris– per causar desordres i donar una puntada de peu aun mosso d’esquadra durant el macrobotellon a la plaça d’Espanya de Barcelonadurant la Mercè del 2021, segons informa Europa Press.;Successos;Un jove accepta una condemna pels desordres en un macrobotellon de la Mercè Un jove ha acceptat una condemna d’un any i mig de presó –que se li ha suspès a canvi que faci treballs comunitaris– per causar desordres i donar una puntada de peu aun mosso d’esquadra durant el macrobotellon a la plaça d’Espanya de Barcelonadurant la Mercè del 2021, segons informa Europa Press.;ca;Cataluña
Un home mor atropellat per un taxi a Barcelona;https://www.elperiodico.cat/ca/barcelona/20221001/mor-vianant-atropellat-taxi-gran-via-barcelona-76542292;01/10/2022;Unhomede mitjana edat ha mort atropellat per un taxi aquesta matinada aBarcelona. Els fets han passat a les 04.16 a l’altura del número 565 de laGran Via, entre els carrers de Muntaner i Casanova. El conductor del vehicle ha donat negatiu tant en eltest d’alcoholèmiacom en laprova de drogues,informa l’ajuntament en un comunicat.;Successos;Un home mor atropellat per un taxi a Barcelona Unhomede mitjana edat ha mort atropellat per un taxi aquesta matinada aBarcelona. Els fets han passat a les 04.16 a l’altura del número 565 de laGran Via, entre els carrers de Muntaner i Casanova. El conductor del vehicle ha donat negatiu tant en eltest d’alcoholèmiacom en laprova de drogues,informa l’ajuntament en un comunicat.;ca;Cataluña
Una explosió en un acte científic causa 15 ferits a Girona;https://www.elperiodico.cat/ca/successos/20220930/explosio-causa-ferits-casa-cultura-76441465;30/09/2022;Una explosió durant una exhibició científica a laCasa de Cultura de Girona,a la plaça de l’Hospital, aquest divendres a última hora de la tarda ha causat 15 ferits, un d’ells greu.;Successos;Una explosió en un acte científic causa 15 ferits a Girona Una explosió durant una exhibició científica a laCasa de Cultura de Girona,a la plaça de l’Hospital, aquest divendres a última hora de la tarda ha causat 15 ferits, un d’ells greu.;ca;Cataluña
L’acusada del crim de Vilanova es va inventar dos embarassos;https://www.elperiodico.cat/ca/successos/20220930/judici-acusada-crim-vilanova-76424561;30/09/2022;Alba Andreu, acusada d’induir un amic esquizofrènicper tal que assassinés el pare, esva inventar dos embarassosseus amb exparelles diferents i, en un d’aquests casos, va avortar, segons van explicar aquest divendres alguns testimoni, entre els quals un exnòvio. Ha sigut en la tercera sessió del judici que se celebra a l’Audiència de Barcelona pel crim comès per Ismael Molina,que va tenir lloc el 8 de juny del 2019 a Vilanova i la Gentrú.La majoria de les persones que van declarar en la vista van relatar les mentides que, segons ells, els explicava l’Alba, tot i que, la més imaginativa és l’existència de la Julia, una falsa nòvia que l’Alba va crear per treure de la frustració sentimental l’Ismael. La mare de la imputada va arribar a parlar per missatgeria de mòbil amb aquest personatge fictici per organitzar una festa sorpresa, precisament, de la seva filla, que era qui presumptament escrivia. Un disbarat rere un altre.;Successos;L’acusada del crim de Vilanova es va inventar dos embarassos Alba Andreu, acusada d’induir un amic esquizofrènicper tal que assassinés el pare, esva inventar dos embarassosseus amb exparelles diferents i, en un d’aquests casos, va avortar, segons van explicar aquest divendres alguns testimoni, entre els quals un exnòvio. Ha sigut en la tercera sessió del judici que se celebra a l’Audiència de Barcelona pel crim comès per Ismael Molina,que va tenir lloc el 8 de juny del 2019 a Vilanova i la Gentrú.La majoria de les persones que van declarar en la vista van relatar les mentides que, segons ells, els explicava l’Alba, tot i que, la més imaginativa és l’existència de la Julia, una falsa nòvia que l’Alba va crear per treure de la frustració sentimental l’Ismael. La mare de la imputada va arribar a parlar per missatgeria de mòbil amb aquest personatge fictici per organitzar una festa sorpresa, precisament, de la seva filla, que era qui presumptament escrivia. Un disbarat rere un altre.;ca;Cataluña
L’aïllament de la dona de Girona que va precedir el seu assassinat;https://www.elperiodico.com/es/sociedad/20220929/aislamiento-anna-sexta-victima-violencia-machista-76178268;29/09/2022;Un grupo de jóvenes, increpan el furgón policial donde está el acusado, después de la reconstrucción de los hechos./ Oriol Clavera Periodista desucesos. Antes trabajé como redactor de sociedad en la Agència Catalana de Notícies (ACN).;Successos;L’aïllament de la dona de Girona que va precedir el seu assassinat Un grupo de jóvenes, increpan el furgón policial donde está el acusado, después de la reconstrucción de los hechos./ Oriol Clavera Periodista desucesos. Antes trabajé como redactor de sociedad en la Agència Catalana de Notícies (ACN).;es;Cataluña
Un home d’Astúries s’enfronta a cinc anys de presó per martiritzar la seva veïna amb la música alta;https://www.elperiodico.cat/ca/successos/20220929/home-asturies-afronta-cinc-anys-76196257;29/09/2022;Un asturià de 60 anys s’asseu aquest dijous a la banqueta perhaver martiritzat la seva veïna amb la música alta durant anys i amb la intenció deliberada de molestar-la i robar-li el descans, uns fets que es van produir a la localitat de Belmonte de Miranda. Era tal la malvolença que sentia cap a la dona que va instal·lar temporitzadors perquè la música s’encengués fins i tot quan ell no era a la casa.La dona va arribar a desenvolupar ansietat i va agreujar les patologies que tenia.;Successos;Un home d’Astúries s’enfronta a cinc anys de presó per martiritzar la seva veïna amb la música alta Un asturià de 60 anys s’asseu aquest dijous a la banqueta perhaver martiritzat la seva veïna amb la música alta durant anys i amb la intenció deliberada de molestar-la i robar-li el descans, uns fets que es van produir a la localitat de Belmonte de Miranda. Era tal la malvolença que sentia cap a la dona que va instal·lar temporitzadors perquè la música s’encengués fins i tot quan ell no era a la casa.La dona va arribar a desenvolupar ansietat i va agreujar les patologies que tenia.;ca;Cataluña
