Título;Enlace;Fecha;Primeros_Párrafos
Una menor hospitalitzada després d’ingerir un durum amb grapes;https://www.elperiodico.cat/ca/societat/20250501/una-menor-hospitalitzada-despres-dingerir-116950226;01/05/2025;Denúncia alimentària a Mèrida. Diumenge passat, una menor va haver de ser traslladada a l’Hospital Maternoinfantil de Badajoz, especialitzat en l’atenció a la infància, després de la“possible ingesta d’unes grapes, presumptament ingerides a través d’un aliment servit en un establiment públic” de la capital extremenya. Així ho indiquen des de la Conselleria de Salut i Serveis Socials, que informa alhora que, després d’una primera valoració al servei d’urgències del centre hospitalari de Mèrida, la nena va ser derivada a l’hospital de Badajoz. Finalment, va rebre l’alta aquell mateix dia “sense presentar complicacions”.
Cau una xarxa criminal amb empresaris i tres policies corruptes a Tenerife;https://www.elperiodico.cat/ca/successos/20250501/cau-xarxa-criminal-empresaris-tres-116942916;01/05/2025;Macroperació contra la delinqüència organitzada
El matrimoni empresonat per tancar quatre anys els seus fills comprava per internet moltes medicines contra el TDA;https://www.elperiodico.cat/ca/successos/20250501/matrimoni-pres-tancar-fills-oviedo-medicaments-tda-116931670;01/05/2025;Un dels detalls que va cridar l’atenció dels agents de la Policia Local el dia que van entrar per primera vegada al xalet en quèes mantenien tancats tres nens sota custòdia dels seus pares des de feia quatre anysva ser el desmesurat «emmagatzematge de medicaments». Davant d’aquest fet, els investigadors van preguntar als adults que si els seus fills –dos bessons de vuit anys i un tercer, també nen, de deu– estaven sent sotmesos a algun tipus de tractament. La resposta de la parella, un alemany de 53 anys i una dona nord-americana de 48 amb nacionalitat alemanya, va esglaiar els agents. Segons es recull en un atestat policial a què ha tingut accés aquest diari, el matrimoni va contestar «que sí, que els donaven medicació per al TDA (trastorn per dèficit d’atenció) comprant les medicines a través d’internet».
Un piròman provoca nou incendis en mitja hora a Cambrils i deixa danys en comerços i restaurants;https://www.elperiodico.cat/ca/successos/20250430/piroman-provoca-nou-incendis-mitja-cambrils-116893614;30/04/2025;Els Mossos d’Esquadra van detenir dilluns passat un home de 33 anys a Cambrilsacusat de provocar nou incendis en mitja hora que van afectar diversos comerços, obres i restaurants,incloses les seves terrasses. Els fets es van cometre divendres passat a la zona més turística de Cambrils. En 30 minutses van detectar nou focus d’incendique van afectar cinc restaurants, dos comerços, una empresa de construcció i una propietat privada.
Així era la «casa dels horrors» d’Oviedo: els germans dormien en bressols no anaven a classe i portaven tres mascaretes;https://www.elperiodico.cat/ca/successos/20250430/casa-horrors-oviedo-tres-germans-116889366;30/04/2025;El comissari principal de la Policia Locald’Oviedo,Francisco Javier Lozano, resumeix l’operació amb una sola frase:«Hem desmantellat lacasa dels horrors».Gràcies a una investigació portada a terme pels agents del cos municipal, van resultardetinguts un home i una dona, un matrimoni de 53 i 48 anys,que tenientancats els seus tres fills en un xalet des de feia gairebé quatre anys,concretament des del desembre del 2021. Els nens, dos bessons de 8 anys i un tercer de 10,estaven sense escolaritzar i no havien trepitjat ni tan sols el jardí de la casa des d’aleshores.«Eren aliens a tot contacte amb la realitat. Un d’ells tocava l’herba amb les mans sorprès. Quan els vam treure, tots tres es van posar a respirar profundament com si mai haguessin estat a l’aire lliure», assegura un dels investigadors que va participar en l’operació.
Venjança entre clans: cremen una altra casa d’una família implicada en la mort d’una nena de 2 anys;https://www.elperiodico.cat/ca/successos/20250430/oletes-venjanca-clans-cremen-casa-nena-morta-plasencia-116887389;30/04/2025;El 30 de març va córrer la sang a Plasencia (Càceres). Dos clans conflictius,Los LoletesiLos Hilarios,es van enfrontar a trets al barri de San Lázaro per una disputa ocorreguda dies abans a l’entrada d’un prostíbul.Una bala perduda va matar una nenade 2 anys,la Camelia, d’una família aliena a aquestes baralles. La investigació policial va revelar que la bala provenia d’una de les armes que van utilitzar Los Loletes en el tiroteig.
Un mosso pateix una fractura de crani al ser colpejat amb una barra de ferro en els incidents a la Mariola de Lleida;https://www.elperiodico.cat/ca/successos/20250429/pateix-fractura-crani-colpejat-mariola-lleida-116854891;29/04/2025;Un dels sis agents delsMossos d’Esquadra lesionatsdesprés d’intervenir en una barallaal barri de la Mariolaentre clans gitanos la matinada de dilluns passat pateix una fractura de cranial ser colpejat per una barra de ferro, així que haurà de ser intervingut quirúrgicament, segons fonts policials. Va estar en observació diverses hores i va requerir punts de sutura. Els sis mossos que van resultar ferits en la intervenció van ser atesos al’hospital de les seves múltiples lesions, com contusions i cops.
El Govern insta a limitar la mobilitat i a reservar la bateria dels telèfons mòbils;https://www.elperiodico.cat/ca/societat/20250428/el-govern-insta-a-limitar-116824281;28/04/2025;"Catalunya ha patit una ""situació 0 peninsular"", igual que per primera vegada la resta de la península i bona part d'Europa, i s'ha quedat sense electricitatni serveis energètics des d'aquest migdia. Davant aquesta emergència el Govern ha instat la població alimitar la mobilitat a no ser que sigui estrictament necessàriai a estalviar en la bateria dels telèfons mòbils, ja que no se sap el temps que es podrà mantenir connectats. Així ho ha explicat la consellera d'Interior, Núria Parlon, després de la primera reunió del comitè de crisi per aquesta emergència en el qual es va activar l'alerta del Procicat."
Penes de fins a 44 anys de presó per a tres homes que van assaltar una casa a Navarcles i van matar el propietari;https://www.elperiodico.cat/ca/successos/20250427/penes-preso-tres-acusats-assassinat-navarcles-116766186;27/04/2025;El Tribunal del Jurat de l’Audiència de Barcelona hacondemnat a 44 anys i dos mesos de presóI. M.A. i a 43 anys i set mesos de presó N. A. i H. B., tots tres de nacionalitat marroquina, per assaltar al costat d’altres persones una finca a Navarcles perapoderar-se de marihuana que hi havia a l’hivernaclei assassinar d’una pallissa a l’amo de la vivenda quan intentava impedir-ho. La pena del primer condemnat és més gran,ja que tenia antecedents per un delicte per robatori amb violènciai es té en compte la reincidència.
Un mosso rescata els dos ocupants d'un cotxe després de xocar contra un mur i caure a una piscina;https://www.elperiodico.cat/ca/successos/20250425/mosso-rescata-els-ocupants-dun-116735089;25/04/2025;Unmosso fora de serveiva rescatar els dos ocupants d'un cotxe que va acabar a una piscina, després de xocar i fer caure un mur d'una casa deCastelló d'Empúries(Alt Empordà). Els fets van passar pels volts de la mitjanit del 26 d'octubre. L'agent, que és el propietari de la casa on hi ha la piscina va sentir un soroll fort que li va recordar al d'un xoc frontal i de seguida va sortir a comprovar què havia passat. Va ser aleshores quan es va trobar amb un cotxe esportiu a dins de la piscina del seu veí i una part del mur que rodeja la casa a terra destrossat. El caporal, que està destinat a l'Àrea Bàsica Policial (ABP) de Roses, es va llançar a l'aigua per rescatar el conductor, que anava begut i drogat, i el seu acompanyant.
La Policia Nacional expulsa 24 multireincidents amb més de 200 detencions per homicidi, robatori o agressió sexual;https://www.elperiodico.cat/ca/successos/20250425/policia-nacional-expulsa-multireincidents-centenars-antecedents-116718691;25/04/2025;La Policia Nacional va fer efectiva l’expulsió de territori nacional de 24 ciutadans estrangers amb nombrosos antecedents policials i judicials, en alguns casos per delictes greus com homicidi, pertinença a organització criminal, tinença il·lícita d’armes, agressió sexual i robatoris amb violència. Aquests individus actuaven en diverses zones del territori nacional, principalment a Catalunya i entre tots comptaven amb més de 200 antecedents policials.
El glop d’‘aigua’ que gairebé mata un home a Vigo: «En segons vaig notar que em cremava viu per dins»;https://www.elperiodico.cat/ca/societat/20250425/glop-aigua-mata-home-vigo-116715826;25/04/2025;«¡Porteu-me a Urgències que em moro, m’estic cremant viu per dins!».Pablo González Domínguez, un empresari de Salvaterra de Miño de 42 anys compleixavui 14 dies a l’Hospital Ribera Povisa. Està ingressat des del 12 d’abril perles severeslesions sofertesdesprés de beure «un glop» d’aigua mineral ambgas que acabava de posar en un got procedent d’una ampolla que li van servir en un restaurant taperia de Vigo.Laintoxicació centra jauna investigació de laPolicia Nacional per aclarir l’ocorregut i que va causar a aquest homegreus cremades a la part baixa de l’esòfag i a l’estómac que li impedeixen, des d’aleshores, ingerir aliments sòlids ni líquids per via oral, per la qual cosa està rebent nutrició parenteral per via intravenosa.
Els Mossos investiguen una baralla entre un home i el coronel Pedro Baños mentre firmava llibres per Sant Jordi;https://www.elperiodico.cat/ca/successos/20250424/mossos-investiguen-baralla-home-coronel-pedro-banys-sant-jordi-116677920;24/04/2025;LaDiada de Sant Jordia Barcelona no únicament va ser un enorme i massiu esdeveniment cultural, sinó que també va donar per a crònica de successos. El coronel a la reservaPedro Bañoses trobava aquest dimecres a les 11 del matí en una carpa del carrer de Mallorca, al districte de l’Eixample,firmant exemplars del seu últim llibre ‘Geohispanidad’quan un ciutadà que era a la cua el va increpar.
La ‘influencer’ acusada de robar a un empresari en un hotel de Madrid: «He somiat amb tu... era un lloc de platja»;https://www.elperiodico.cat/ca/successos/20250424/influencer-robar-empresari-hotel-whatsapp-116672772;24/04/2025;El 28 de setembre, l’empresari mexicà Enrique Abascal, de visita a Espanya, i la ‘influencer’Marta Hermosoja fa tres dies que es veuen i es creuen missatges. Ell s’allotja a l’hotel Wellington, un cinc estrelles del barri de Salamanca. Ella viu a prop, amiga deVictoria Federica de Borbói altres famosos de la nit madrilenya, i freqüenta els locals de la zona.
La tragèdia del català que va baixar per redreçar la seva canoa;https://www.elperiodico.cat/ca/successos/20250423/el-sella-sel-va-endur-116667984;23/04/2025;"Jornada tràgica al riu Sella. Uncatalà de 71 anys va perdre la vida aquest dimecres després de ser arrossegat per la correntmentre feia el descens en una canoa K2, juntament amb la seva dona. La parella havia llogat l'embarcació al poble de Las Rozas (Cangas de Onís), quatre quilòmetres per sobre d’Arriondas, optant per fer, a més del trajecte clàssic, el tram de baixada Las Rozas – Arriondas, una ruta menys transitada ja que només l’ofereix l’empresa K2 Aventura, on van reconèixer estar ""consternats"", ja que ""en trenta anys d’activitat mai no ens havia passat res semblant"". LaGuàrdia Civil investiga les causes del succés."
Una ‘influencer’, una «prostituta» de luxe i tres lladres: el sumari del robatori a l’hotel Wellington de Madrid;https://www.elperiodico.cat/ca/successos/20250423/influencer-robatori-wellington-marta-hermoso-sumari-116633138;23/04/2025;La coneguda influencerMarta Hermoso,amiga de Froilà de Marichalar i Borbó i d’altres famosos, està sent investigada pelrobatori de rellotges de luxei altres joies que va patir unempresari mexicàa Madrid. Dos homes es van emportar la caixa forta de l’habitació 423de l’hotel Wellingtonon s’allotjava. El valor dels rellotges i les joies que hi havia dins voreja els370.000 euros,a més de cinc mil més que es van emportar en bitllets. El jutge intenta esbrinar si va ser la ‘influencer’ quiva donar el sant(la informació) als lladres perquè cometessin el robatori quan l’empresari no era a l’hotel.
Dos detinguts per robar una motxilla a una parella mentre practicava sexe a la platja del Somorrostro de Barcelona;https://www.elperiodico.cat/ca/successos/20250421/dos-detinguts-per-robar-una-116581938;21/04/2025;En els moments d'intimitat no únicament has de tenir cura amb els mirons. De res serveix buscar un lloc apartat, ja sigui en un parc, un portal o a la mateixa platja,si hi ha lladregots a l'aguait que poden aprofitarque estàs pendent de gaudir de la passió, sigui o no amb la persona estimada per endur-se objectes de valor al descuit.
